InvoiceLineID,InvoiceID,StockItemID,Description,Quantity,UnitPrice,LineProfit,ExtendedPrice
8512,2628,207,Permanent marker blue 5mm nib (Blue) 5mm,24,2.70,24.00,74.52
8513,2628,163,32 mm Double sided bubble wrap 20m,50,37.00,1150.00,2127.50
8514,2629,137,Animal with big feet slippers (Brown) XL,2,32.00,47.00,73.60
8515,2629,21,DBA joke mug - you might be a DBA if (Black),9,13.00,76.50,134.55
8516,2629,209,Packing knife with metal insert blade (Yellow) 9mm,30,1.89,29.70,65.21
8517,2629,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",120,18.00,1200.00,2484.00
8518,2629,213,Air cushion film 200mmx100mm 325m,7,87.00,364.00,700.35
8519,2630,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",84,18.00,840.00,1738.80
8520,2630,74,Ride on vintage American toy coupe (Black) 1/12 scale,10,285.00,1300.00,3277.50
8521,2631,108,Superhero action jacket (Blue) XXS,7,25.00,42.00,201.25
8522,2631,154,Medium sized bubblewrap roll 20m,10,20.00,100.00,230.00
8523,2632,53,IT joke mug - keyboard not found … press F1 to continue (Black),1,13.00,8.50,14.95
8524,2632,61,RC toy sedan car with remote control (Green) 1/50 scale,6,25.00,75.00,172.50
8525,2633,110,Superhero action jacket (Blue) S,10,25.00,60.00,287.50
8526,2633,165,10 mm Anti static bubble wrap (Blue) 10m,80,26.00,720.00,2392.00
8527,2633,161,20 mm Double sided bubble wrap 50m,70,108.00,6440.00,8694.00
8528,2633,212,Large  replacement blades 18mm,40,4.30,90.00,197.80
8529,2633,34,Developer joke mug - fun was unexpected at this time (White),5,13.00,42.50,74.75
8530,2634,173,32 mm Anti static bubble wrap (Blue) 50m,90,105.00,5220.00,10867.50
8531,2634,137,Animal with big feet slippers (Brown) XL,7,32.00,164.50,257.60
8532,2634,210,Packing knife with metal insert blade (Yellow) 18mm,35,2.40,42.00,96.60
8533,2634,190,Clear packaging tape 48mmx100m,120,3.50,204.00,483.00
8534,2635,207,Permanent marker blue 5mm nib (Blue) 5mm,120,2.70,120.00,372.60
8535,2635,21,DBA joke mug - you might be a DBA if (Black),10,13.00,85.00,149.50
8536,2635,14,USB food flash drive - fortune cookie,2,32.00,40.00,73.60
8537,2635,197,Black and orange this way up despatch tape 48mmx75m,48,3.70,96.00,204.24
8538,2636,79,"""The Gu"" red shirt XML tag t-shirt (White) S",96,18.00,1056.00,1987.20
8539,2636,75,Ride on big wheel monster truck (Black) 1/12 scale,4,345.00,560.00,1587.00
8540,2637,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",60,18.00,660.00,1242.00
8541,2637,173,32 mm Anti static bubble wrap (Blue) 50m,60,105.00,3480.00,7245.00
8542,2637,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",84,18.00,840.00,1738.80
8543,2637,67,Ride on toy sedan car (Black) 1/12 scale,3,230.00,255.00,793.50
8544,2638,109,Superhero action jacket (Blue) XS,7,25.00,42.00,201.25
8545,2638,129,Plush shark slippers (Gray) XL,5,32.00,117.50,184.00
8546,2638,59,RC toy sedan car with remote control (Red) 1/50 scale,1,25.00,12.50,28.75
8547,2639,119,Dinosaur battery-powered slippers (Green) M,9,32.00,216.00,331.20
8548,2639,129,Plush shark slippers (Gray) XL,10,32.00,235.00,368.00
8549,2639,113,Superhero action jacket (Blue) XL,7,30.00,56.00,241.50
8550,2639,53,IT joke mug - keyboard not found … press F1 to continue (Black),3,13.00,25.50,44.85
8551,2639,124,Ogre battery-powered slippers (Green) L,7,32.00,168.00,257.60
8552,2640,35,Developer joke mug - fun was unexpected at this time (Black),6,13.00,51.00,89.70
8553,2640,54,IT joke mug - that behavior is by design (White),5,13.00,42.50,74.75
8554,2640,181,Shipping carton (Brown) 356x229x229mm,25,1.14,14.50,32.78
8555,2641,59,RC toy sedan car with remote control (Red) 1/50 scale,9,25.00,112.50,258.75
8556,2641,173,32 mm Anti static bubble wrap (Blue) 50m,100,105.00,5800.00,12075.00
8557,2641,8,USB food flash drive - dim sum 10 drive variety pack,6,240.00,909.00,1656.00
8558,2641,152,Pack of 12 action figures (female),3,16.00,31.50,55.20
8559,2642,103,Alien officer hoodie (Black) XXL,10,35.00,180.00,402.50
8560,2642,50,Developer joke mug - old C developers never die (White),7,13.00,59.50,104.65
8561,2643,4,USB food flash drive - sushi roll,5,32.00,100.00,184.00
8562,2643,69,Ride on toy sedan car (Blue) 1/12 scale,1,230.00,85.00,264.50
8563,2644,122,Ogre battery-powered slippers (Green) S,3,32.00,72.00,110.40
8564,2644,51,Developer joke mug - old C developers never die (Black),2,13.00,17.00,29.90
8565,2644,113,Superhero action jacket (Blue) XL,3,30.00,24.00,103.50
8566,2645,33,Developer joke mug - that's a hardware problem (Black),2,13.00,17.00,29.90
8567,2645,14,USB food flash drive - fortune cookie,4,32.00,80.00,147.20
8568,2645,48,Developer joke mug - this code was generated by a tool (White),2,13.00,17.00,29.90
8569,2645,203,Tape dispenser (Black),50,32.00,750.00,1840.00
8570,2646,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",48,18.00,480.00,993.60
8571,2646,57,IT joke mug - hardware: part of the computer that can be kicked (Black),9,13.00,76.50,134.55
8572,2646,29,DBA joke mug - two types of DBAs (Black),6,13.00,51.00,89.70
8573,2646,66,RC big wheel monster truck with remote control (Black) 1/50 scale,1,45.00,29.50,51.75
8574,2646,79,"""The Gu"" red shirt XML tag t-shirt (White) S",48,18.00,528.00,993.60
8575,2647,193,Black and orange glass with care despatch tape 48mmx75m,168,3.70,352.80,714.84
8576,2647,34,Developer joke mug - fun was unexpected at this time (White),5,13.00,42.50,74.75
8577,2647,9,USB food flash drive - banana,7,32.00,140.00,257.60
8578,2648,43,Developer joke mug - understanding recursion requires understanding recursion (Black),7,13.00,59.50,104.65
8579,2648,74,Ride on vintage American toy coupe (Black) 1/12 scale,4,285.00,520.00,1311.00
8580,2648,12,USB food flash drive - donut,4,32.00,80.00,147.20
8581,2648,16,DBA joke mug - mind if I join you? (White),3,13.00,25.50,44.85
8582,2649,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",96,18.00,960.00,1987.20
8583,2649,56,IT joke mug - hardware: part of the computer that can be kicked (White),10,13.00,85.00,149.50
8584,2649,215,Air cushion machine (Blue),5,1899.00,3795.00,10919.25
8585,2650,105,Alien officer hoodie (Black) 4XL,9,35.00,162.00,362.25
8586,2650,12,USB food flash drive - donut,4,32.00,80.00,147.20
8587,2650,217,Void fill 200 L bag (White) 200L,40,25.00,360.00,1150.00
8588,2651,174,Bubblewrap dispenser (Black) 1.5m,4,240.00,520.00,1104.00
8589,2651,41,"Developer joke mug - (hip, hip, array) (Black)",4,13.00,34.00,59.80
8590,2652,3,Office cube periscope (Black),10,18.50,72.50,212.75
8591,2652,183,Shipping carton (Brown) 480x270x320mm,50,2.74,77.00,157.55
8592,2653,188,3 kg Courier post bag (White) 300x190x95mm,100,0.66,30.00,75.90
8593,2653,53,IT joke mug - keyboard not found … press F1 to continue (Black),6,13.00,51.00,89.70
8594,2653,153,Small sized bubblewrap roll 10m,60,4.50,138.00,310.50
8595,2654,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",72,18.00,792.00,1490.40
8596,2654,177,Shipping carton (Brown) 413x285x187mm,175,1.05,87.50,211.31
8597,2654,207,Permanent marker blue 5mm nib (Blue) 5mm,36,2.70,36.00,111.78
8598,2655,43,Developer joke mug - understanding recursion requires understanding recursion (Black),3,13.00,25.50,44.85
8599,2655,160,20 mm Double sided bubble wrap 20m,80,33.00,1440.00,3036.00
8600,2655,56,IT joke mug - hardware: part of the computer that can be kicked (White),2,13.00,17.00,29.90
8601,2655,24,DBA joke mug - I will get you in order (White),1,13.00,8.50,14.95
8602,2656,154,Medium sized bubblewrap roll 20m,90,20.00,900.00,2070.00
8603,2656,157,10 mm Double sided bubble wrap 20m,90,30.00,1440.00,3105.00
8604,2656,22,DBA joke mug - it depends (White),5,13.00,42.50,74.75
8605,2656,206,Permanent marker black 5mm nib (Black) 5mm,24,2.70,24.00,74.52
8606,2657,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,6,30.00,90.00,207.00
8607,2657,162,32 mm Double sided bubble wrap 10m,90,22.00,1089.00,2277.00
8608,2658,62,RC toy sedan car with remote control (Yellow) 1/50 scale,8,25.00,100.00,230.00
8609,2658,75,Ride on big wheel monster truck (Black) 1/12 scale,3,345.00,420.00,1190.25
8610,2658,136,Animal with big feet slippers (Brown) L,3,32.00,72.00,110.40
8611,2658,168,20 mm Anti static bubble wrap (Blue) 10m,90,29.00,1530.00,3001.50
8612,2659,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",96,18.00,960.00,1987.20
8613,2659,1,USB missile launcher (Green),5,25.00,77.50,143.75
8614,2659,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",48,18.00,480.00,993.60
8615,2659,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",96,18.00,1008.00,1987.20
8616,2659,203,Tape dispenser (Black),80,32.00,1200.00,2944.00
8617,2660,10,USB food flash drive - chocolate bar,8,32.00,160.00,294.40
8618,2660,45,Developer joke mug - there are 10 types of people in the world (Black),4,13.00,34.00,59.80
8619,2661,16,DBA joke mug - mind if I join you? (White),5,13.00,42.50,74.75
8620,2661,8,USB food flash drive - dim sum 10 drive variety pack,6,240.00,909.00,1656.00
8621,2662,57,IT joke mug - hardware: part of the computer that can be kicked (Black),10,13.00,85.00,149.50
8622,2662,1,USB missile launcher (Green),5,25.00,77.50,143.75
8623,2662,59,RC toy sedan car with remote control (Red) 1/50 scale,9,25.00,112.50,258.75
8624,2662,111,Superhero action jacket (Blue) M,2,30.00,16.00,69.00
8625,2662,122,Ogre battery-powered slippers (Green) S,5,32.00,120.00,184.00
8626,2663,42,Developer joke mug - understanding recursion requires understanding recursion (White),3,13.00,25.50,44.85
8627,2663,148,Halloween skull mask (Gray) L,36,18.00,108.00,745.20
8628,2663,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",96,18.00,1008.00,1987.20
8629,2664,35,Developer joke mug - fun was unexpected at this time (Black),4,13.00,34.00,59.80
8630,2664,18,DBA joke mug - daaaaaa-ta (White),5,13.00,42.50,74.75
8631,2664,123,Ogre battery-powered slippers (Green) M,2,32.00,48.00,73.60
8632,2664,58,RC toy sedan car with remote control (Black) 1/50 scale,5,25.00,62.50,143.75
8633,2665,127,Plush shark slippers (Gray) M,8,32.00,192.00,294.40
8634,2665,134,Animal with big feet slippers (Brown) S,9,32.00,216.00,331.20
8635,2665,48,Developer joke mug - this code was generated by a tool (White),8,13.00,68.00,119.60
8636,2665,21,DBA joke mug - you might be a DBA if (Black),6,13.00,51.00,89.70
8637,2666,17,DBA joke mug - mind if I join you? (Black),3,13.00,25.50,44.85
8638,2666,30,Developer joke mug - Oct 31 = Dec 25 (White),3,13.00,25.50,44.85
8639,2666,128,Plush shark slippers (Gray) L,8,32.00,192.00,294.40
8640,2667,144,Halloween zombie mask (Light Brown) L,120,18.00,-120.00,2484.00
8641,2667,115,Superhero action jacket (Blue) 3XL,3,34.00,30.00,117.30
8642,2667,159,20 mm Double sided bubble wrap 10m,30,18.00,300.00,621.00
8643,2667,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",96,18.00,1056.00,1987.20
8644,2668,129,Plush shark slippers (Gray) XL,10,32.00,235.00,368.00
8645,2668,101,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",108,18.00,1026.00,2235.60
8646,2668,3,Office cube periscope (Black),100,18.50,725.00,2127.50
8647,2668,108,Superhero action jacket (Blue) XXS,8,25.00,48.00,230.00
8648,2668,159,20 mm Double sided bubble wrap 10m,80,18.00,800.00,1656.00
8649,2669,6,USB food flash drive - hot dog,1,32.00,20.00,36.80
8650,2669,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",36,18.00,360.00,745.20
8651,2669,142,Halloween zombie mask (Light Brown) S,72,18.00,-72.00,1490.40
8652,2670,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),7,13.00,59.50,104.65
8653,2670,165,10 mm Anti static bubble wrap (Blue) 10m,50,26.00,450.00,1495.00
8654,2670,56,IT joke mug - hardware: part of the computer that can be kicked (White),10,13.00,85.00,149.50
8655,2670,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",108,18.00,1080.00,2235.60
8656,2671,191,Black and orange fragile despatch tape 48mmx75m,288,3.70,547.20,1225.44
8657,2671,154,Medium sized bubblewrap roll 20m,70,20.00,700.00,1610.00
8658,2671,44,Developer joke mug - there are 10 types of people in the world (White),4,13.00,34.00,59.80
8659,2671,46,Developer joke mug - a foo walks into a bar (White),7,13.00,59.50,104.65
8660,2672,143,Halloween zombie mask (Light Brown) M,48,18.00,-48.00,993.60
8661,2672,1,USB missile launcher (Green),2,25.00,31.00,57.50
8662,2672,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,7,30.00,105.00,241.50
8663,2672,195,Black and orange handle with care despatch tape  48mmx75m,96,3.70,230.40,408.48
8664,2673,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",108,18.00,1188.00,2235.60
8665,2673,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",72,18.00,720.00,1490.40
8666,2673,170,20 mm Anti static bubble wrap (Blue) 50m,20,102.00,940.00,2346.00
8667,2674,108,Superhero action jacket (Blue) XXS,5,25.00,30.00,143.75
8668,2674,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",120,18.00,1260.00,2484.00
8669,2674,49,Developer joke mug - this code was generated by a tool (Black),3,13.00,25.50,44.85
8670,2674,198,Black and orange this way up despatch tape  48mmx100m,96,4.10,206.40,452.64
8671,2675,169,20 mm Anti static bubble wrap (Blue) 20m,30,45.00,720.00,1552.50
8672,2675,47,Developer joke mug - a foo walks into a bar (Black),5,13.00,42.50,74.75
8673,2676,185,Shipping carton (Brown) 356x356x279mm,125,2.04,123.75,293.25
8674,2676,81,"""The Gu"" red shirt XML tag t-shirt (White) L",12,18.00,132.00,248.40
8675,2677,195,Black and orange handle with care despatch tape  48mmx75m,48,3.70,115.20,204.24
8676,2677,116,Superhero action jacket (Blue) 4XL,10,34.00,100.00,391.00
8677,2677,134,Animal with big feet slippers (Brown) S,2,32.00,48.00,73.60
8678,2677,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,8,30.00,120.00,276.00
8679,2678,214,Air cushion film 200mmx200mm 325m,6,90.00,216.00,621.00
8680,2678,186,Shipping carton (Brown) 457x457x457mm,225,2.10,225.00,543.38
8681,2678,114,Superhero action jacket (Blue) XXL,3,30.00,24.00,103.50
8682,2679,114,Superhero action jacket (Blue) XXL,4,30.00,32.00,138.00
8683,2679,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",12,18.00,126.00,248.40
8684,2679,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",72,18.00,720.00,1490.40
8685,2679,215,Air cushion machine (Blue),9,1899.00,6831.00,19654.65
8686,2680,45,Developer joke mug - there are 10 types of people in the world (Black),2,13.00,17.00,29.90
8687,2680,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",36,18.00,378.00,745.20
8688,2680,124,Ogre battery-powered slippers (Green) L,2,32.00,48.00,73.60
8689,2680,182,Shipping carton (Brown) 457x279x279mm,250,1.28,170.00,368.00
8690,2680,30,Developer joke mug - Oct 31 = Dec 25 (White),1,13.00,8.50,14.95
8691,2681,193,Black and orange glass with care despatch tape 48mmx75m,120,3.70,252.00,510.60
8692,2681,210,Packing knife with metal insert blade (Yellow) 18mm,40,2.40,48.00,110.40
8693,2682,86,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",72,18.00,720.00,1490.40
8694,2683,80,"""The Gu"" red shirt XML tag t-shirt (White) M",108,18.00,1188.00,2235.60
8695,2684,98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",48,18.00,480.00,993.60
8696,2685,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",108,18.00,1134.00,2235.60
8697,2686,204,Tape dispenser (Red),80,32.00,1200.00,2944.00
8698,2687,54,IT joke mug - that behavior is by design (White),6,13.00,51.00,89.70
8699,2687,111,Superhero action jacket (Blue) M,6,30.00,48.00,207.00
8700,2687,117,Superhero action jacket (Blue) 5XL,5,34.00,50.00,195.50
8701,2688,124,Ogre battery-powered slippers (Green) L,1,32.00,24.00,36.80
8702,2688,148,Halloween skull mask (Gray) L,12,18.00,36.00,248.40
8703,2688,52,IT joke mug - keyboard not found … press F1 to continue (White),3,13.00,25.50,44.85
8704,2688,113,Superhero action jacket (Blue) XL,1,30.00,8.00,34.50
8705,2688,144,Halloween zombie mask (Light Brown) L,60,18.00,-60.00,1242.00
8706,2689,30,Developer joke mug - Oct 31 = Dec 25 (White),1,13.00,8.50,14.95
8707,2689,11,USB food flash drive - cookie,9,32.00,180.00,331.20
8708,2689,121,Dinosaur battery-powered slippers (Green) XL,9,32.00,211.50,331.20
8709,2690,212,Large  replacement blades 18mm,20,4.30,45.00,98.90
8710,2690,17,DBA joke mug - mind if I join you? (Black),8,13.00,68.00,119.60
8711,2690,137,Animal with big feet slippers (Brown) XL,3,32.00,70.50,110.40
8712,2690,207,Permanent marker blue 5mm nib (Blue) 5mm,72,2.70,72.00,223.56
8713,2691,7,USB food flash drive - pizza slice,4,32.00,80.00,147.20
8714,2691,150,Pack of 12 action figures (variety),7,16.00,73.50,128.80
8715,2691,24,DBA joke mug - I will get you in order (White),1,13.00,8.50,14.95
8716,2691,119,Dinosaur battery-powered slippers (Green) M,5,32.00,120.00,184.00
8717,2691,41,"Developer joke mug - (hip, hip, array) (Black)",5,13.00,42.50,74.75
8718,2692,41,"Developer joke mug - (hip, hip, array) (Black)",4,13.00,34.00,59.80
8719,2692,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",108,18.00,1188.00,2235.60
8720,2692,124,Ogre battery-powered slippers (Green) L,9,32.00,216.00,331.20
8721,2693,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",120,18.00,1260.00,2484.00
8722,2693,180,Shipping carton (Brown) 279x254x217mm,175,1.11,89.25,223.39
8723,2693,112,Superhero action jacket (Blue) L,8,30.00,64.00,276.00
8724,2693,208,Permanent marker red 5mm nib (Red) 5mm,24,2.70,24.00,74.52
8725,2693,130,Furry gorilla with big eyes slippers (Black) S,1,32.00,24.00,36.80
8726,2694,63,RC toy sedan car with remote control (Pink) 1/50 scale,5,25.00,62.50,143.75
8727,2694,68,Ride on toy sedan car (Red) 1/12 scale,3,230.00,255.00,793.50
8728,2695,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",12,18.00,132.00,248.40
8729,2695,210,Packing knife with metal insert blade (Yellow) 18mm,5,2.40,6.00,13.80
8730,2695,58,RC toy sedan car with remote control (Black) 1/50 scale,5,25.00,62.50,143.75
8731,2695,153,Small sized bubblewrap roll 10m,50,4.50,115.00,258.75
8732,2696,160,20 mm Double sided bubble wrap 20m,80,33.00,1440.00,3036.00
8733,2696,124,Ogre battery-powered slippers (Green) L,10,32.00,240.00,368.00
8734,2696,115,Superhero action jacket (Blue) 3XL,4,34.00,40.00,156.40
8735,2696,122,Ogre battery-powered slippers (Green) S,10,32.00,240.00,368.00
8736,2696,133,Furry gorilla with big eyes slippers (Black) XL,9,32.00,211.50,331.20
8737,2697,46,Developer joke mug - a foo walks into a bar (White),2,13.00,17.00,29.90
8738,2697,17,DBA joke mug - mind if I join you? (Black),7,13.00,59.50,104.65
8739,2697,51,Developer joke mug - old C developers never die (Black),2,13.00,17.00,29.90
8740,2697,53,IT joke mug - keyboard not found … press F1 to continue (Black),3,13.00,25.50,44.85
8741,2698,7,USB food flash drive - pizza slice,5,32.00,100.00,184.00
8742,2698,146,Halloween skull mask (Gray) S,84,18.00,252.00,1738.80
8743,2699,47,Developer joke mug - a foo walks into a bar (Black),4,13.00,34.00,59.80
8744,2699,62,RC toy sedan car with remote control (Yellow) 1/50 scale,8,25.00,100.00,230.00
8745,2699,74,Ride on vintage American toy coupe (Black) 1/12 scale,6,285.00,780.00,1966.50
8746,2699,7,USB food flash drive - pizza slice,2,32.00,40.00,73.60
8747,2700,215,Air cushion machine (Blue),8,1899.00,6072.00,17470.80
8748,2700,188,3 kg Courier post bag (White) 300x190x95mm,50,0.66,15.00,37.95
8749,2700,166,10 mm Anti static bubble wrap (Blue) 20m,20,42.00,380.00,966.00
8750,2701,210,Packing knife with metal insert blade (Yellow) 18mm,45,2.40,54.00,124.20
8751,2701,176,Bubblewrap dispenser (Red) 1.5m,3,240.00,390.00,828.00
8752,2701,133,Furry gorilla with big eyes slippers (Black) XL,6,32.00,141.00,220.80
8753,2701,180,Shipping carton (Brown) 279x254x217mm,100,1.11,51.00,127.65
8754,2701,124,Ogre battery-powered slippers (Green) L,6,32.00,144.00,220.80
8755,2702,134,Animal with big feet slippers (Brown) S,3,32.00,72.00,110.40
8756,2702,174,Bubblewrap dispenser (Black) 1.5m,4,240.00,520.00,1104.00
8757,2702,25,DBA joke mug - I will get you in order (Black),8,13.00,68.00,119.60
8758,2702,21,DBA joke mug - you might be a DBA if (Black),6,13.00,51.00,89.70
8759,2703,152,Pack of 12 action figures (female),6,16.00,63.00,110.40
8760,2703,149,Halloween skull mask (Gray) XL,36,18.00,108.00,745.20
8761,2703,114,Superhero action jacket (Blue) XXL,4,30.00,32.00,138.00
8762,2704,48,Developer joke mug - this code was generated by a tool (White),2,13.00,17.00,29.90
8763,2704,145,Halloween zombie mask (Light Brown) XL,84,18.00,-84.00,1738.80
8764,2704,141,Furry animal socks (Pink) XL,12,5.00,42.00,69.00
8765,2705,128,Plush shark slippers (Gray) L,10,32.00,240.00,368.00
8766,2705,56,IT joke mug - hardware: part of the computer that can be kicked (White),2,13.00,17.00,29.90
8767,2705,191,Black and orange fragile despatch tape 48mmx75m,252,3.70,478.80,1072.26
8768,2705,51,Developer joke mug - old C developers never die (Black),1,13.00,8.50,14.95
8769,2706,25,DBA joke mug - I will get you in order (Black),5,13.00,42.50,74.75
8770,2706,29,DBA joke mug - two types of DBAs (Black),1,13.00,8.50,14.95
8771,2706,192,Black and orange fragile despatch tape 48mmx100m,180,4.10,324.00,848.70
8772,2706,71,Ride on toy sedan car (Yellow) 1/12 scale,8,230.00,680.00,2116.00
8773,2706,128,Plush shark slippers (Gray) L,10,32.00,240.00,368.00
8774,2707,212,Large  replacement blades 18mm,70,4.30,157.50,346.15
8775,2707,43,Developer joke mug - understanding recursion requires understanding recursion (Black),9,13.00,76.50,134.55
8776,2707,4,USB food flash drive - sushi roll,10,32.00,200.00,368.00
8777,2707,177,Shipping carton (Brown) 413x285x187mm,250,1.05,125.00,301.88
8778,2707,197,Black and orange this way up despatch tape 48mmx75m,216,3.70,432.00,919.08
8779,2708,154,Medium sized bubblewrap roll 20m,80,20.00,800.00,1840.00
8780,2708,114,Superhero action jacket (Blue) XXL,5,30.00,40.00,172.50
8781,2708,38,Developer joke mug - inheritance is the OO way to become wealthy (White),5,13.00,42.50,74.75
8782,2708,15,USB food flash drive - dessert 10 drive variety pack,2,240.00,303.00,552.00
8783,2709,154,Medium sized bubblewrap roll 20m,20,20.00,200.00,460.00
8784,2709,122,Ogre battery-powered slippers (Green) S,10,32.00,240.00,368.00
8785,2709,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),3,13.00,25.50,44.85
8786,2709,151,Pack of 12 action figures (male),1,16.00,10.50,18.40
8787,2710,201,Red and white urgent despatch tape 48mmx75m,120,3.70,252.00,510.60
8788,2710,69,Ride on toy sedan car (Blue) 1/12 scale,8,230.00,680.00,2116.00
8789,2710,166,10 mm Anti static bubble wrap (Blue) 20m,50,42.00,950.00,2415.00
8790,2710,154,Medium sized bubblewrap roll 20m,100,20.00,1000.00,2300.00
8791,2711,74,Ride on vintage American toy coupe (Black) 1/12 scale,6,285.00,780.00,1966.50
8792,2711,49,Developer joke mug - this code was generated by a tool (Black),7,13.00,59.50,104.65
8793,2711,210,Packing knife with metal insert blade (Yellow) 18mm,25,2.40,30.00,69.00
8794,2711,157,10 mm Double sided bubble wrap 20m,70,30.00,1120.00,2415.00
8795,2712,8,USB food flash drive - dim sum 10 drive variety pack,3,240.00,454.50,828.00
8796,2712,102,Alien officer hoodie (Black) XL,2,35.00,36.00,80.50
8797,2712,199,Black and yellow heavy despatch tape  48mmx75m,168,3.70,369.60,714.84
8798,2712,151,Pack of 12 action figures (male),5,16.00,52.50,92.00
8799,2713,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",60,18.00,600.00,1242.00
8800,2713,167,10 mm Anti static bubble wrap (Blue) 50m,20,99.00,1080.00,2277.00
8801,2713,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",24,18.00,264.00,496.80
8802,2713,198,Black and orange this way up despatch tape  48mmx100m,72,4.10,154.80,339.48
8803,2713,162,32 mm Double sided bubble wrap 10m,10,22.00,121.00,253.00
8804,2714,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,7,30.00,105.00,241.50
8805,2714,216,Void fill 100 L bag (White) 100L,90,12.50,585.00,1293.75
8806,2714,182,Shipping carton (Brown) 457x279x279mm,125,1.28,85.00,184.00
8807,2714,211,Small 9mm replacement blades 9mm,100,4.10,150.00,471.50
8808,2715,140,Furry animal socks (Pink) L,36,5.00,126.00,207.00
8809,2715,26,DBA joke mug - SELECT caffeine FROM mug (White),10,13.00,85.00,149.50
8810,2715,178,Shipping carton (Brown) 500x310x310mm,25,2.55,36.25,73.31
8811,2715,135,Animal with big feet slippers (Brown) M,3,32.00,72.00,110.40
8812,2715,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",72,18.00,720.00,1490.40
8813,2716,201,Red and white urgent despatch tape 48mmx75m,24,3.70,50.40,102.12
8814,2716,138,Furry animal socks (Pink) S,60,5.00,210.00,345.00
8815,2716,215,Air cushion machine (Blue),3,1899.00,2277.00,6551.55
8816,2716,187,Express post box 5kg (White) 350x280x130mm,250,0.95,125.00,273.13
8817,2717,194,Black and orange glass with care despatch tape  48mmx100m,72,4.10,151.20,339.48
8818,2717,25,DBA joke mug - I will get you in order (Black),4,13.00,34.00,59.80
8819,2718,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",72,18.00,792.00,1490.40
8820,2719,164,32 mm Double sided bubble wrap 50m,90,112.00,4770.00,11592.00
8821,2719,60,RC toy sedan car with remote control (Blue) 1/50 scale,8,25.00,100.00,230.00
8822,2720,213,Air cushion film 200mmx100mm 325m,3,87.00,156.00,300.15
8823,2720,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",84,18.00,840.00,1738.80
8824,2720,206,Permanent marker black 5mm nib (Black) 5mm,96,2.70,96.00,298.08
8825,2720,216,Void fill 100 L bag (White) 100L,30,12.50,195.00,431.25
8826,2720,190,Clear packaging tape 48mmx100m,200,3.50,340.00,805.00
8827,2721,42,Developer joke mug - understanding recursion requires understanding recursion (White),10,13.00,85.00,149.50
8828,2721,165,10 mm Anti static bubble wrap (Blue) 10m,80,26.00,720.00,2392.00
8829,2722,71,Ride on toy sedan car (Yellow) 1/12 scale,6,230.00,510.00,1587.00
8830,2722,215,Air cushion machine (Blue),9,1899.00,6831.00,19654.65
8831,2722,67,Ride on toy sedan car (Black) 1/12 scale,7,230.00,595.00,1851.50
8832,2723,44,Developer joke mug - there are 10 types of people in the world (White),8,13.00,68.00,119.60
8833,2723,148,Halloween skull mask (Gray) L,48,18.00,144.00,993.60
8834,2724,219,Void fill 400 L bag (White) 400L,50,50.00,1200.00,2875.00
8835,2724,203,Tape dispenser (Black),100,32.00,1500.00,3680.00
8836,2724,36,Developer joke mug - when your hammer is C++ (White),5,13.00,42.50,74.75
8837,2724,9,USB food flash drive - banana,7,32.00,140.00,257.60
